Hole SNR1 SNR2 SNR3 SNR4 HasAlignment
64750008 13.9775 9.21302 12.9054 6.67928 True
64750009 11.0097 7.27507 8.5721 4.47157 True
64750011 12.7004 8.05166 11.8699 6.11701 True
64750234 8.47532 4.85799 7.26706 3.43339 False
64750235 11.7392 8.29112 9.32328 5.16838 False
64750249 7.26104 4.69548 4.77318 2.12503 False
64750252 4.10303 1.9814 4.18074 1.677 False
64750253 12.9517 8.50385 10.6852 5.83931 True
64750464 4.28148 2.12144 3.98682 1.87311 False
64750465 5.23687 2.16189 3.79506 1.84625 False
64750472 7.76563 2.75145 7.3415 1.99939 False
64750473 6.07165 2.94021 4.68467 2.12856 False
64750475 7.0509 3.29372 5.7418 2.33139 False
64750476 5.11345 2.74633 5.883 2.19074 False
64750477 6.65035 3.10991 5.29487 2.08907 False
64750481 4.92857 2.45733 3.25586 1.63685 False
64750485 4.75202 2.28787 5.86207 1.96429 False
64750486 14.0215 3.70035 9.30068 2.60932 False
64750487 7.00181 3.96822 10.5092 2.63013 False
64750490 9.14153 4.21932 8.56333 2.91303 False
64750493 14.3793 4.17854 9.27288 2.5373 False
64815283 12.8023 8.58892 11.9632 6.25406 True
64815292 12.2917 8.37505 11.587 6.10723 True
64815293 3.57957 1.93216 5.18393 1.89899 False
64815300 4.97049 2.86889 4.19092 2.18676 False
64815302 10.2753 6.32988 8.30694 3.92351 True
64815304 12.763 9.13414 12.2015 7.21213 True
64815309 7.82875 4.56843 6.66442 3.36663 True
64815525 14.0996 9.27537 12.9395 6.93392 True
64815542 10.4392 6.70296 10.7609 5.29619 True
64815544 13.9782 9.27984 12.4245 6.64925 True
64815546 12.5248 8.33781 11.9919 6.42191 True
64815548 14.5606 9.73474 13.6817 7.33213 True
64815551 11.9824 8.49459 11.3809 6.29638 True
64815762 10.2842 5.84468 9.22964 4.99651 False
64815767 12.1807 7.94946 9.99965 5.21534 True
64815773 7.03076 2.16399 4.81162 1.63845 False
64815783 10.1237 6.63828 8.44768 4.54648 True
64816007 5.23007 2.49461 4.37849 1.7749 False
64816008 6.65917 3.30014 4.93793 2.1502 False
64816010 6.9286 3.57873 5.79963 2.61137 False
64816011 5.78707 2.88004 5.39858 2.02249 False
64816012 6.03658 3.03293 4.86851 2.1535 False
64816014 5.94728 2.44697 4.05014 1.89084 False
64816021 5.38745 2.66344 4.46589 1.9333 False
64816022 12.9494 3.85255 8.14741 1.83335 False
64816028 10.215 3.39068 12.4337 2.33008 False
64816029 5.3718 2.59612 4.22499 1.78963 False
64880816 13.6207 8.94562 13.0252 7.09807 True
64880818 8.61499 5.63432 6.94889 3.57086 True
64880821 5.5113 3.52574 4.06296 2.32653 False
64880823 13.8444 4.77294 9.67641 4.56577 False
64880826 14.1737 9.37162 13.1753 7.03947 True
64880829 17.7408 11.8607 15.6845 8.57522 True
64880833 11.4405 6.99655 11.637 6.19154 True
64880837 13.52 9.45741 12.2231 6.72674 True
64880838 14.1355 9.06401 14.0636 7.89473 True
64880846 10.5318 6.41486 8.8404 4.38214 False
64881057 13.2235 8.69357 12.207 6.54714 True
64881058 12.7505 8.53945 12.2207 6.39142 True
64881062 13.7214 9.39038 13.7089 7.63732 True
64881074 15.4017 10.2685 15.4031 8.62912 True
64881081 13.5378 9.15208 12.3864 6.65237 True
64881083 13.5372 9.20374 12.0761 6.41071 True
64881296 5.00132 3.07687 3.81552 2.02663 False
64881319 11.8597 7.95776 12.1796 6.85183 True
64881320 9.45373 6.009 8.36679 4.36308 True
64881543 15.1263 3.66735 12.8202 2.50671 False
64881544 15.5745 3.79155 4.82516 1.76354 False
64881545 7.45439 3.12381 6.71293 2.35069 False
64881546 10.0266 3.23164 9.09247 2.09615 False
64881548 13.5745 3.78249 11.418 2.52877 False
64881552 4.21454 2.12011 6.12296 1.83005 False
64881556 5.35905 2.54949 4.92199 1.86895 False
64881557 6.53845 2.77226 4.72212 1.83088 False
64881558 6.2823 3.16096 5.42306 2.28975 False
64881559 9.36545 4.54449 7.87587 2.63889 False
64881563 11.6007 4.39223 9.66819 2.44632 False
64881564 4.72944 2.58283 5.18637 1.94813 False
64881567 13.6892 4.28022 9.80913 2.61943 False
64946354 13.012 8.60755 9.93172 5.36993 True
64946364 13.0507 8.74016 12.4275 6.65389 True
64946375 9.94152 4.60186 7.27074 3.22196 False
64946378 14.7465 9.70753 13.2888 7.11798 True
64946380 13.912 8.97561 12.9621 6.82419 True
64946382 8.5885 3.9866 11.4879 2.26338 False
64946596 13.0656 8.67634 12.0722 6.51255 True
64946600 11.7325 8.07456 11.2539 5.97623 True
64946601 5.59395 4.02335 4.8472 2.55406 False
64946622 13.5156 8.86433 12.556 6.70666 True
64946840 8.18464 4.48397 9.22958 3.36465 False
64946843 7.20765 2.11939 8.77912 2.05358 False
64947079 4.21365 2.24697 5.54812 2.07799 False
64947080 11.9391 5.68918 10.5803 3.0658 False
64947084 5.12316 2.39207 7.26409 1.65004 False
64947090 6.5184 2.68557 6.26865 1.95588 False
64947091 12.8755 3.80414 6.19935 2.18325 False
64947092 5.80791 2.87346 9.76615 2.09241 False
64947093 8.59619 2.95524 5.56845 2.07955 False
64947097 7.8031 2.93879 9.27665 2.36836 False
64947098 7.35165 3.78287 5.98452 2.50363 False
64947099 6.08564 2.47733 7.89894 1.95641 False
64947102 6.50703 2.79312 4.47487 2.02255 False
65011890 14.3114 9.28767 13.0608 6.94645 True
65011901 13.5055 9.19668 11.9132 6.45749 True
65011903 12.4886 8.78774 11.0294 6.01726 True
65011915 12.9555 8.60995 11.543 6.06748 True
65011918 7.00838 3.42687 4.44754 1.77161 False
65012128 13.7827 9.048 14.5491 7.75212 True
65012129 12.0457 7.99928 10.921 5.7835 True
65012133 13.9597 9.19893 12.1912 6.37854 True
65012137 14.4505 9.48395 13.1154 7.03844 True
65012146 11.7549 7.95582 11.8589 6.35167 True
65012150 13.5692 5.28658 11.197 5.36728 False
65012159 11.8587 7.6652 10.4445 5.5424 True
65012377 9.5518 4.67331 6.36129 4.31011 False
65012382 13.0507 8.88348 10.919 5.88418 True
65012394 7.83861 4.90752 6.71665 3.32574 False
65012614 5.37468 2.57343 5.39827 2.17235 False
65012615 7.50475 2.57053 8.90856 2.31781 False
65012616 9.25816 3.31087 8.33633 2.24962 False
65012617 7.13047 3.00798 7.36421 2.24024 False
65012618 7.16713 3.1018 6.6851 2.14659 False
65012619 3.97928 2.21271 4.14318 1.73201 False
65012628 8.44383 3.21664 6.4456 2.35715 False
65012629 11.7478 3.94389 9.57399 2.47776 False
65012633 4.05971 2.17336 3.87296 1.75774 False
65012634 4.39412 2.21011 3.82334 1.55686 False
65012637 5.21751 2.40271 5.59194 2.29492 False
65077430 6.14024 4.01876 4.39898 2.40138 False
65077434 13.6169 8.94487 13.5219 7.19171 True
65077436 12.751 9.09591 9.80856 5.16898 True
65077441 11.811 5.58341 7.76207 3.59696 False
65077446 13.0456 8.53651 11.6601 6.12051 True
65077451 8.83138 5.66279 7.6171 4.0036 True
65077453 12.1216 8.16495 11.2055 5.88639 True
65077454 5.04338 3.21388 3.94998 2.22065 False
65077670 13.4051 8.97792 13.2175 7.06653 True
65077679 9.03654 5.13898 7.75941 2.87774 False
65077682 12.7787 8.50461 12.0341 6.75224 True
65077692 6.92328 4.22585 4.32347 2.16605 False
65077693 13.6833 9.13249 12.0806 6.39688 True
65077909 15.7357 10.3293 14.748 8.12808 True
65077925 11.3312 5.11975 6.72131 2.93414 False
65077927 11.0849 6.92201 10.3537 5.49167 True
65077929 12.4906 8.15675 10.9747 5.95146 True
65078147 6.77483 2.03028 7.46027 1.8492 False
65078149 6.09576 2.44913 4.98656 1.98383 False
65078150 8.69779 3.16792 3.62408 1.48052 False
65078151 11.9957 4.44818 6.98938 1.95224 False
65078152 5.76691 2.86702 6.0041 2.20613 False
65078153 6.92967 3.05919 4.53863 1.97535 False
65078154 8.9739 3.26714 6.27829 1.90059 False
65078156 3.75173 2.12327 5.14164 1.79701 False
65078158 9.00884 5.87926 7.54135 3.86315 True
65078160 5.58782 2.40037 4.28253 1.68825 False
65078162 4.50883 2.46919 4.83076 1.68517 False
65078163 7.73767 2.80549 4.25102 1.8986 False
65078164 6.96449 3.35466 7.0095 2.26818 False
65078169 7.91502 2.9729 6.20655 1.82554 False
65078170 17.0578 9.81147 10.2866 2.59411 False
65078171 5.68058 2.62459 4.4709 1.86412 False
65078173 6.44944 3.33004 7.99485 2.36031 False
65078174 10.4037 5.80191 7.95296 4.0292 False
65142960 13.7447 9.22745 12.9822 6.99279 True
65142961 7.64619 4.58428 6.40681 2.78804 False
65142963 13.0375 8.91281 11.0159 6.07694 True
65142964 14.4836 9.14606 11.1688 5.90999 True
65142965 5.68294 2.96699 4.80404 2.63679 False
65142977 15.3419 10.1914 13.9012 7.4937 True
65142990 6.69584 2.38355 5.43473 1.65257 False
65143205 7.64339 4.78901 5.66157 2.75768 False
65143222 4.18835 2.61455 2.9458 1.86582 False
65143442 6.061 4.00349 2.39962 1.38767 False
65143465 7.08147 2.92308 9.08672 2.22996 False
65143467 9.13965 5.82717 8.40466 4.55123 True
65143468 8.69932 4.8219 5.94394 2.11602 False
65143469 6.98143 2.41223 4.51446 1.69611 False
65143686 7.22185 3.10442 4.16873 1.78835 False
65143687 5.99327 2.61765 6.21076 2.16746 False
65143688 6.17914 3.15235 5.03993 2.11007 False
65143697 5.71059 2.44008 7.22844 1.78765 False
65143698 4.91275 2.45015 8.4517 2.05659 False
65143699 11.2092 3.11535 5.72568 2.28095 False
65143704 9.19253 3.91406 7.33039 2.42465 False
65143705 10.1429 3.6354 5.31253 2.25503 False
65143706 8.944 2.76965 4.54502 1.75944 False
65143707 4.8887 2.28442 3.08178 1.55245 False
65208497 13.3738 9.23416 11.4713 5.80741 True
65208502 14.6085 9.69468 13.3075 7.19697 False
65208503 16.2557 10.7885 14.0235 7.51531 True
65208508 10.8364 8.20359 11.3932 6.35405 True
65208513 4.92898 2.3995 3.15145 1.72014 False
65208514 14.379 9.83854 13.2819 7.18396 True
65208515 13.8026 8.96264 12.5785 6.65613 True
65208517 10.7654 6.85303 9.56816 5.14326 True
65208742 10.0749 5.35125 5.83746 2.55281 False
65208743 12.2451 8.27078 11.8419 6.66669 True
65208754 6.22839 4.01104 4.87822 2.69369 False
65208991 10.356 4.65353 7.85415 3.38581 True
65208996 14.1193 9.32249 11.9896 6.45234 True
65209001 17.4709 11.5889 17.7284 9.53627 True
65209006 4.33758 2.02447 3.36472 1.61333 False
65209007 8.82128 5.49233 7.78245 3.45049 False
65209221 9.88402 3.50059 6.06674 1.81726 False
65209222 5.92076 2.56631 6.98636 2.09754 False
65209223 8.14656 3.23359 9.97191 2.27987 False
65209225 4.51129 2.46513 3.91634 1.68615 False
65209233 9.42741 3.06016 5.91919 1.98616 False
65209234 5.26779 2.77705 6.89616 1.88951 False
65209237 13.6391 6.10662 8.13 3.67678 False
65209240 10.6998 3.68428 9.34376 2.54494 False
65209241 4.77447 2.46905 4.94109 1.96282 False
65209242 5.26307 2.5097 5.45382 1.85182 False
65209243 14.633 4.55082 10.9662 2.68439 False
65209246 3.86707 1.98795 3.42784 1.75719 False
65274039 13.0538 8.6719 12.3821 6.6112 True
65274049 12.5619 8.34236 14.0609 7.46721 True
65274054 5.6917 3.6185 3.93605 2.24012 False
65274055 13.3345 8.92983 8.20977 4.37786 True
65274056 12.4481 8.03689 12.5768 6.63529 True
65274059 13.9855 9.24893 11.5516 6.15277 True
65274060 13.7852 9.0069 12.4262 6.64254 True
65274063 7.19679 4.37663 6.29377 3.18594 True
65274276 13.3373 8.56498 12.1553 6.39186 True
65274278 13.7605 9.24789 13.2819 7.17203 True
65274280 10.1701 6.51457 12.558 6.96853 True
65274291 11.7938 7.38901 11.2735 6.02622 True
65274297 12.2143 7.38286 13.357 6.29103 True
65274298 11.8222 7.72061 12.7256 6.97653 True
65274301 14.3907 9.5674 12.4805 6.79997 True
65274303 11.4856 6.55966 11.6971 4.95067 True
65274514 5.06133 2.01135 3.51388 1.61956 False
65274525 9.27384 6.91787 10.7936 5.93741 True
65274527 14.1389 9.26583 13.0983 7.08568 True
65274538 13.5576 7.50262 11.2746 3.78019 False
65274756 4.15355 2.26338 4.59751 1.79359 False
65274758 6.63235 2.8347 5.24788 2.05886 False
65274759 5.49705 2.56648 5.10173 1.92806 False
65274760 5.50089 2.71942 5.80576 2.36721 False
65274767 4.69277 2.10108 4.99554 2.11736 False
65274768 8.16268 3.16674 8.11766 2.07204 False
65274769 9.66113 3.67471 7.73671 2.46829 False
65274770 9.23266 3.54188 7.30755 2.28813 False
65274775 4.6272 2.07587 3.26731 1.53976 False
65274778 6.03474 2.45524 4.42582 1.84099 False
65274779 18.6006 5.13343 13.2763 2.66623 False
65274780 12.894 4.00826 6.12796 2.30067 False
65274783 15.9033 10.838 12.0174 7.49161 True
65339570 17.2976 11.4074 15.0588 7.97574 True
65339575 14.7651 9.79754 12.9926 6.7316 True
65339585 11.0283 6.17463 6.81697 2.94312 False
65339591 15.4754 10.3932 14.3111 7.87282 True
65339593 12.9355 8.62642 12.8369 7.05687 True
65339595 13.666 8.84578 13.0345 6.93168 True
65339599 10.7868 7.95485 9.66481 5.0717 True
65339808 4.1538 2.39807 3.98436 1.542 False
65339810 14.7021 9.66701 13.1602 7.25366 True
65339815 13.1558 4.9222 11.2262 3.92639 False
65339819 13.5942 9.49498 12.4587 6.81638 True
65339824 12.6273 8.30054 12.7924 6.86162 True
65339831 10.1851 4.06433 7.3693 1.7616 False
65339833 14.1972 9.28504 11.2458 6.09088 True
65339835 12.5637 8.78206 10.6668 5.74098 True
65339836 11.1197 5.97723 12.4452 6.27377 True
65340057 12.9768 8.35772 11.5413 5.91466 True
65340058 13.1299 9.02451 11.4047 6.29279 True
65340061 8.948 4.80407 10.0794 3.68275 False
65340076 14.3577 9.39353 13.437 7.57763 True
65340294 5.80743 2.71355 5.45188 2.07213 False
65340295 5.85969 2.27357 7.88126 2.33181 False
65340296 5.89813 3.20237 6.9743 2.11419 False
65340305 6.77562 2.94822 6.327 2.1698 False
65340306 6.6878 2.79915 5.55126 2.08418 False
65340310 8.14279 3.77294 7.85126 2.77022 False
65340311 5.55684 2.81706 4.80007 2.01001 False
65340313 5.71646 2.3683 4.9188 1.85274 False
65405104 17.1647 11.3355 15.2832 8.20782 True
65405109 3.65119 2.45152 3.03493 1.7534 False
65405113 11.7937 7.88346 12.41 6.44613 True
65405118 13.8316 8.46755 10.869 5.44217 True
65405121 12.3564 8.18912 11.4501 6.72416 False
65405122 13.9011 9.19605 13.8906 7.55373 True
65405126 15.6853 10.2917 12.904 6.86836 True
65405129 14.5501 9.96646 13.2558 7.11943 True
65405347 10.9576 5.36374 7.19621 3.98453 False
65405350 7.58449 4.78139 3.66573 1.97935 False
65405352 8.56954 5.41215 5.9192 3.02345 True
65405354 12.1766 7.94552 12.3556 6.87174 True
65405355 7.0897 4.98294 6.62043 3.59229 False
65405356 10.1347 6.43845 9.24434 4.92601 True
65405359 13.7125 9.05178 12.8828 6.88688 True
65405360 6.6309 4.01211 4.18554 1.82918 False
65405364 5.64524 3.64738 3.75359 2.45454 False
65405371 14.553 9.63439 12.9355 6.935 True
65405586 15.1278 10.0272 14.5346 7.78232 True
65405587 14.113 9.36541 12.0637 6.47046 True
65405588 5.4522 3.72248 3.34804 1.70005 False
65405594 12.2087 8.13371 13.0832 7.02206 True
65405605 6.68495 4.31017 4.92198 2.61118 False
65405606 13.7303 9.20638 13.264 7.32327 True
65405829 8.93539 3.35776 4.36394 1.74531 False
65405830 6.79728 2.99131 5.67278 2.25598 False
65405831 5.58495 2.52904 4.49075 1.88343 False
65405839 14.4115 4.69426 12.1551 2.85427 False
65405840 7.04992 2.97417 6.6809 2.06122 False
65405841 6.34064 2.80615 5.71281 1.89529 False
65405846 7.66564 3.01544 5.48389 2.08032 False
65405848 5.01815 2.5347 4.99133 2.00609 False
65405849 6.28329 3.24344 6.62376 2.56246 False
65405850 7.64573 3.44517 5.61164 2.33093 False
65405855 16.0854 7.86796 10.7928 7.52735 True
65470641 13.487 8.8499 11.5181 6.02323 True
65470645 14.3307 9.49291 13.0311 6.9395 True
65470651 5.16025 3.33808 3.73522 2.39005 False
65470657 11.9982 7.43484 10.6197 5.57233 True
65470659 15.1299 9.93595 14.1358 7.52791 False
65470660 12.5786 9.11427 11.2478 5.69612 True
65470670 13.0404 8.78821 11.8148 6.10138 True
65470884 13.7654 8.93576 12.4235 6.74319 True
65470896 12.5958 8.18672 11.5239 6.21786 True
65470900 15.7978 9.95589 13.1092 6.78717 False
65471124 12.5699 8.41857 11.7053 6.28465 True
65471132 11.3094 7.09756 9.09921 4.81063 True
65471135 14.5683 9.62702 13.8588 7.26098 True
65471137 12.5103 7.49332 10.4234 5.62655 True
65471143 5.81646 3.92153 3.29859 1.71821 False
65471144 14.2148 9.30587 12.8389 6.80081 True
65471365 5.02339 2.31682 6.07 1.92064 False
65471366 6.20349 2.68792 5.16865 1.95331 False
65471374 4.95926 2.57817 5.54297 1.98224 False
65471376 6.62731 3.08903 6.01731 2.18911 False
65471379 10.5281 4.6482 7.11619 2.91831 False
65471381 8.64077 2.67956 6.63065 2.07643 False
65471382 6.48341 2.65835 4.70517 1.93167 False
65471383 5.42285 2.44202 8.03257 1.84309 False
65471384 5.36859 2.5043 5.18734 1.97403 False
65536177 9.13835 5.05073 5.93154 3.3948 False
65536184 12.2807 6.42341 8.23584 4.0435 False
65536185 11.0665 6.05073 9.18184 3.88663 False
65536187 12.9606 8.18733 12.2224 6.73599 True
65536190 7.36548 4.45274 6.07127 3.1969 True
65536191 14.1481 9.36632 13.4606 7.25744 True
65536194 13.2616 9.13723 13.1409 7.5368 True
65536197 14.3064 9.98168 12.823 7.02228 True
65536198 13.5153 9.01188 14.4481 7.5768 True
65536199 9.49233 4.94055 9.38359 4.06461 False
65536202 11.1357 7.06842 7.63548 3.97479 True
65536203 14.8909 9.75733 12.9291 6.87649 True
65536424 5.48297 3.74201 3.75341 2.16418 False
65536426 12.2924 5.85417 9.11731 4.00063 False
65536428 14.0975 9.43355 13.1165 6.61741 True
65536441 11.4968 7.4835 9.5346 5.21766 True
65536442 12.0061 4.73525 10.2698 3.93839 False
65536447 13.2842 8.38178 9.10848 2.63419 False
65536656 14.5818 9.54039 13.1324 7.27595 True
65536664 14.0051 8.70673 12.6543 6.91417 True
65536669 4.5715 2.33672 3.58255 1.51468 False
65536675 13.2006 8.56608 12.7345 6.21412 False
65536678 13.8454 9.09317 12.5585 6.55533 True
65536681 10.6157 7.22683 13.2117 7.16071 True
65536687 11.0545 7.09334 8.82101 4.68615 True
65536899 4.55173 2.33018 4.95616 1.99692 False
65536900 6.38 2.70786 5.02107 2.05254 False
65536901 5.04265 2.28638 4.31989 1.60696 False
65536904 4.31687 1.98852 4.28623 1.72078 False
65536911 7.96932 2.89176 6.00547 1.98626 False
65536917 9.23971 3.29191 9.99605 2.54077 False
65536919 6.18413 2.81149 5.63791 2.04027 False
65536920 7.425 2.99538 6.4989 2.17469 False
65601715 13.545 9.46284 12.6905 6.9025 True
65601718 9.82681 3.69368 9.57324 2.52353 False
65601719 12.7421 8.22574 11.76 6.57237 True
65601728 9.18006 5.8215 6.86934 3.38887 True
65601732 10.4071 6.78063 9.21468 4.79838 True
65601737 16.7007 11.0601 15.0137 8.15097 True
65601740 15.8553 10.4123 14.9374 8.21812 True
65601954 10.6487 6.50101 8.93919 4.631 True
65601962 4.71173 3.12876 3.3687 2.2442 False
65601970 12.3835 8.37866 12.0889 6.76663 True
65601971 11.3142 7.50363 9.7886 5.11214 True
65601975 14.3849 9.71432 13.7399 7.47236 True
65601983 3.77362 2.10105 3.24575 1.60663 False
65602436 6.54977 2.62322 4.21172 1.76444 False
65602446 7.88268 3.13869 6.08008 2.19271 False
65602447 5.68041 2.24171 6.30331 1.98634 False
65602449 7.27537 3.93652 7.74821 2.47429 False
65602452 10.3394 2.84757 6.58181 1.99832 False
65602453 14.4607 4.27615 11.7586 3.15052 False
65602454 9.58664 2.95068 5.07924 1.72481 False
65602455 5.892 3.06108 4.65489 2.05805 False
65602458 17.7989 7.04668 14.6371 3.08467 False
65602459 8.2576 3.78963 5.63821 2.39114 False
65602460 14.2459 9.4894 12.188 6.55174 True
65602461 14.8926 10.1449 14.3177 7.89454 False
65667248 14.4505 9.49694 13.2982 7.10933 True
65667253 15.7779 10.5423 14.7883 8.09792 True
65667254 10.6388 4.47452 4.49742 2.03572 False
65667255 12.8206 8.96187 11.7133 6.33966 True
65667256 14.4345 9.48612 13.5676 7.23829 True
65667261 12.7953 8.44037 12.197 6.54187 True
65667262 14.2513 9.16845 10.882 5.92436 True
65667263 13.1756 8.84571 13.3416 7.12834 True
65667267 16.5408 10.4247 13.8899 7.33641 True
65667270 13.0461 8.5226 11.995 6.39129 True
65667488 9.36146 5.82492 8.69248 4.33754 True
65667489 12.118 8.14096 11.0798 6.01001 True
65667509 13.0686 7.76855 13.6998 6.53308 True
65667514 6.11175 3.79243 8.50321 2.28941 False
65667516 15.5565 9.80368 12.7247 6.68214 True
65667518 13.0551 8.71722 5.62569 1.89374 False
65667735 14.0825 9.31365 14.015 7.47475 True
65667742 13.7319 9.14997 12.924 6.856 True
65667747 12.7361 8.86477 9.7837 5.45645 True
65667748 13.4817 8.86229 13.3194 7.39274 True
65667754 6.28982 3.68488 3.06503 1.64436 False
65667969 5.40302 2.32708 5.55186 1.93487 False
65667972 4.07041 2.06461 4.71429 1.86603 False
65667973 4.31719 2.18022 5.41153 1.77099 False
65667981 9.45021 2.96999 7.34587 2.23168 False
65667982 6.16969 2.90262 5.25997 2.14812 False
65667985 9.55462 5.71109 8.34098 3.51689 False
65667987 10.5334 3.6807 8.30554 2.45441 False
65667989 4.40915 2.11846 4.51232 1.86613 False
65667991 5.60064 2.61218 4.73741 2.08467 False
65732784 4.00855 2.82737 3.73113 2.01726 False
65732789 15.7399 11.305 13.8548 7.86305 True
65732791 12.8311 8.75184 11.0318 6.07536 False
65732795 6.61908 4.11982 5.07121 2.72413 False
65732797 4.55477 2.13187 4.12144 1.74601 False
65732804 17.2726 11.8035 16.1416 8.83987 True
65732805 13.2903 8.69777 12.5159 6.89876 True
65732814 14.9191 9.54859 13.9225 7.4187 True
65733025 14.4168 9.40222 12.8998 6.8457 True
65733027 12.4559 8.14997 10.9857 5.91655 True
65733029 12.6216 8.27518 11.8102 6.26833 True
65733034 12.4593 8.29275 12.3368 6.63192 True
65733037 11.2945 7.41874 10.676 5.71477 True
65733043 12.9576 8.74912 12.6225 6.71662 True
65733051 12.6551 8.18368 11.9306 6.44792 True
65733266 9.28599 5.23248 8.48811 3.82751 True
65733279 14.2429 9.52159 13.4275 7.44442 True
65733280 13.1413 8.65254 13.4612 7.19461 True
65733281 9.97363 6.43145 8.7929 4.50171 True
65733284 13.6621 9.18093 13.1352 7.04158 True
65733286 13.3112 8.8175 12.8957 6.96536 True
65733289 13.0714 9.33585 11.4953 6.33325 True
65733292 11.5847 7.69063 11.8478 6.3093 True
65733507 4.25715 2.18553 4.60494 1.71639 False
65733517 6.40353 3.266 6.66575 2.17891 False
65733518 11.3237 3.31469 6.20271 2.24798 False
65733519 4.83195 2.37172 8.08797 2.0841 False
65733522 4.90323 2.63236 4.43256 1.95834 False
65733524 4.87068 2.39362 4.64582 2.08175 False
65733526 7.28656 3.55698 5.67372 2.25702 False
65798321 16.0888 11.0414 14.5883 8.13978 True
65798326 14.7044 10.1692 15.437 8.74501 True
65798329 13.9683 9.43203 14.7821 7.99429 True
65798331 14.8491 9.75091 12.6048 6.8427 True
65798332 12.1536 9.01753 11.799 6.76821 True
65798336 15.6187 9.7199 13.4117 6.89175 True
65798344 14.6357 9.25362 11.5362 6.07425 True
65798345 13.2337 8.89523 12.9293 6.93303 True
65798351 7.56024 4.38997 9.75554 5.22143 True
65798569 12.8869 8.23077 10.72 5.32294 True
65798573 12.3115 6.23157 9.74043 3.91095 False
65798575 13.5756 8.96931 11.9116 6.53972 True
65798576 14.1075 9.36542 12.8478 6.84053 True
65798577 13.665 9.07843 12.6003 6.59676 True
65798586 13.6468 8.9334 12.6323 6.8017 True
65798823 14.3063 9.64956 12.5731 6.82986 True
65798826 8.90864 5.78218 6.17414 3.50653 False
65798830 12.6059 8.82089 11.5709 6.4317 True
65799043 7.10541 3.34363 5.71265 1.99455 False
65799052 5.07072 2.21244 4.34912 1.70194 False
65799053 6.4583 3.63972 5.48488 2.54937 False
65799054 14.4471 7.29756 10.4912 3.77467 False
65799055 8.12681 3.28564 6.62981 2.29355 False
65799058 7.01032 2.79916 5.57858 1.99577 False
65799060 4.42761 2.20538 5.43601 1.6169 False
65799061 11.2136 4.34185 5.28596 2.16357 False
65799065 19.6825 4.94301 15.9485 3.58267 False
65799070 9.19661 4.68359 10.373 5.30622 False
65863859 11.0374 7.63828 11.7103 6.51372 True
65863861 14.1725 9.23646 11.9846 6.42511 True
65863864 15.0775 4.68115 11.268 4.68468 False
65863880 13.9369 9.26911 12.9724 6.95557 True
65863881 13.2707 8.68798 13.1972 7.09666 True
65863884 8.83093 4.75234 7.51483 3.29791 False
65863885 14.0483 9.44092 13.53 7.36084 True
65863887 13.9111 9.17798 12.431 6.65018 True
65864097 14.6106 10.2556 12.28 7.34125 False
65864099 4.8772 3.15774 2.56958 1.36262 False
65864113 13.3208 8.83495 12.6432 6.76453 True
65864117 13.6356 9.1822 13.6676 7.33183 True
65864122 4.44945 1.86558 3.01253 1.56541 False
65864124 8.38909 5.55728 5.87333 3.10267 True
65864342 10.5328 6.60413 9.65121 5.15777 False
65864351 13.1554 8.90675 12.6421 6.88149 True
65864581 14.6957 4.51716 10.6994 3.3416 False
65864587 6.24736 2.27078 4.46451 1.76344 False
65864588 10.7195 2.88169 8.93443 1.99517 False
65864589 6.68987 3.36574 6.17136 2.47616 False
65864591 10.0942 4.39573 8.7919 2.79833 False
65864594 6.17846 3.06895 5.42306 1.93482 False
65864595 5.05686 2.60389 4.02454 1.79826 False
65864597 8.34073 3.75456 7.02716 2.63927 False
65864603 14.1679 9.26675 11.8927 6.34917 True
65929393 14.0974 9.19005 11.974 6.49183 True
65929396 6.27343 4.02221 4.44618 2.18142 False
65929397 8.96714 4.27341 9.76034 4.33201 False
65929398 10.6333 6.8001 8.1405 4.52075 False
65929402 11.1718 7.3315 13.9523 7.47938 True
65929404 15.6271 10.0795 14.3212 7.63686 True
65929407 4.23939 2.00773 4.83014 1.56562 False
65929409 13.6695 9.07612 13.0668 7.04597 False
65929412 4.77453 2.39637 3.94896 1.66087 False
65929414 8.19221 5.19919 6.78191 3.60864 True
65929419 14.374 9.61246 12.3161 6.61727 True
65929632 11.4673 7.51807 10.2361 5.39305 True
65929641 10.3474 8.31742 13.3436 7.30044 True
65929643 14.4404 9.48637 13.2428 7.08252 True
65929647 3.77738 2.52024 3.41196 2.12382 False
65929656 13.3966 8.67311 9.66616 5.32506 True
65929660 15.2423 9.78782 13.538 7.07497 True
65929661 15.3306 10.0151 15.0214 8.32013 True
65929875 6.76844 4.04359 4.68756 2.14766 False
65929877 5.34203 3.23827 2.98953 1.5918 False
65929888 14.4784 9.63048 13.1114 7.00359 True
65929889 15.8934 10.6533 15.0577 8.09942 True
65929899 7.85982 4.94345 6.74049 3.62527 True
65929903 12.6653 8.28198 13.1164 7.12767 True
65930112 5.50261 2.41732 4.6289 1.83006 False
65930113 4.46095 2.24966 4.77934 1.82898 False
65930114 5.01896 2.26547 5.10199 1.85701 False
65930116 5.06974 2.3438 5.05757 1.74982 False
65930123 6.59916 2.80238 5.03125 1.97936 False
65930124 7.93073 3.3199 6.28949 2.40917 False
65930125 6.7297 3.14004 6.96809 2.40739 False
65930127 14.0003 7.92337 9.33866 4.28152 False
