Hole SNR1 SNR2 SNR3 SNR4 HasAlignment
12517571 12.2624 8.19163 10.9621 5.9302 True
12517578 11.16 5.80561 9.78385 5.61138 False
12517579 12.6024 8.01206 11.162 6.2488 True
12517580 14.4164 10.2539 12.8523 7.1029 True
12517797 12.6306 8.8826 12.067 6.98119 True
12517800 12.9215 8.50542 11.3745 6.1586 True
12517802 13.0327 8.65486 9.7057 5.19283 True
12517803 13.9215 9.06175 11.4888 6.01141 False
12517809 12.8296 8.4203 11.4495 5.99572 True
12517811 11.0628 6.32691 10.8457 5.3495 True
12517815 11.7682 7.85498 8.90553 4.88341 True
12517818 15.5291 9.87171 13.5627 7.30999 True
12517819 13.6899 9.11853 12.1982 6.68773 False
12518036 13.6465 8.93182 12.7825 6.93082 True
12518041 13.8975 8.9393 13.2426 7.13187 True
12518043 14.8824 9.0445 14.4269 6.98144 False
12518044 13.0991 9.37151 11.7645 6.44162 True
12518048 5.99225 3.74473 4.03776 2.3144 True
12518051 9.36435 2.55515 6.17725 1.84728 False
12518053 15.1337 10.4866 13.7892 7.94471 True
12518054 12.9244 8.29113 10.4963 5.71144 True
12518059 12.0176 8.3788 12.7639 7.00695 True
12518060 14.4656 9.61387 15.1012 8.07173 True
12518062 13.0215 8.594 11.297 5.91249 True
12518275 12.8459 8.22761 10.8686 6.38609 True
12518276 13.6071 9.15797 13.407 7.2629 True
12518278 4.89281 2.12911 5.33915 1.73224 False
12518296 15.048 9.48162 13.1551 6.65385 True
12518300 16.6369 11.038 15.5443 8.3261 True
12583089 11.2386 7.67454 10.956 6.07075 True
12583091 14.3919 9.65037 13.4709 7.20609 True
12583097 12.4525 8.47281 11.9839 6.80014 True
12583098 6.92268 4.18597 4.64811 2.7131 True
12583106 14.3939 9.75683 12.7278 7.03316 True
12583115 12.4215 8.37965 10.6336 5.73928 True
12583116 5.36372 3.31542 3.84902 2.3858 False
12583329 9.49127 2.51574 7.02597 1.91767 False
12583331 3.69955 2.10008 3.40576 1.64719 False
12583332 13.0667 9.38539 10.7293 6.21084 True
12583333 13.7413 8.9516 10.0939 5.58724 False
12583334 11.6818 7.52854 12.7858 6.76047 True
12583335 14.0881 9.25144 13.4621 7.18753 True
12583343 11.4563 7.37637 11.8618 6.47061 True
12583568 7.70462 3.2611 4.39248 2.70245 False
12583569 11.9037 7.49074 10.3592 5.49635 True
12583572 14.6068 9.9743 14.2222 7.77398 True
12583574 14.066 9.4122 12.8674 6.93591 True
12583580 4.97379 2.73043 3.44299 1.59228 False
12583582 13.9743 9.4388 12.8116 7.0239 True
12583587 12.5951 4.88566 10.5656 4.66325 False
12583589 13.4825 8.83669 12.337 6.66456 True
12583592 10.2149 3.27169 6.86535 1.61367 False
12583593 13.6455 8.75803 13.3495 7.33057 True
12583595 6.5863 4.18925 4.56816 2.44302 True
12583810 14.4096 9.51408 13.8583 7.38603 True
12583817 12.0394 5.42347 8.63877 4.81534 False
12583829 13.3228 8.76712 11.744 6.34031 True
12583830 5.06951 2.89641 5.65577 1.97786 False
12583832 13.859 9.30811 14.4707 7.69255 True
12648624 12.9378 8.60402 13.2227 7.27221 True
12648625 12.5784 8.20427 10.0465 5.37757 True
12648626 16.3269 10.5829 11.6542 6.42977 True
12648628 12.4761 8.95804 10.8913 5.94963 True
12648629 13.9509 9.12923 11.7502 6.35002 True
12648634 13.4715 8.57039 14.9701 7.81027 True
12648636 14.6798 9.20134 12.6 6.04563 True
12648639 13.2064 9.17347 11.4494 6.22718 True
12648640 14.3115 9.27885 11.89 6.25418 True
12648642 11.6218 9.02019 9.81228 5.84795 True
12648643 12.8336 9.2139 12.1739 6.69637 True
12648654 11.4562 7.83315 13.8466 7.26626 True
12648864 13.885 8.9961 12.1395 6.38794 True
12648865 12.8938 8.43536 10.407 5.55215 True
12648866 13.0054 8.2997 11.2945 6.15258 True
12648870 13.7974 9.13358 12.447 6.68349 True
12648873 10.6715 6.86974 10.2158 5.87789 True
12648876 11.3518 7.23118 13.179 7.52323 True
12648880 13.5552 8.91687 12.5735 6.58012 True
12648883 14.0842 8.84077 12.0154 6.35621 True
12648886 12.8109 8.8198 12.7267 6.96367 True
12648887 12.9158 8.78571 11.6608 6.24959 True
12648889 15.0941 10.1256 13.8385 7.53611 True
12649104 12.5861 8.12872 11.6836 6.22263 True
12649105 15.921 10.5206 15.6956 8.40113 True
12649109 9.3524 5.60101 9.2793 4.81552 True
12649112 12.8544 8.99783 11.9444 6.72147 True
12649117 11.6625 7.74568 8.71231 4.6515 True
12649118 11.1021 6.23992 12.1558 5.47709 True
12649119 12.8843 8.54099 9.98515 5.27554 True
12649123 6.73132 4.00741 4.81557 2.414 False
12649127 13.9898 9.61477 13.6453 7.31929 True
12649130 14.2314 9.20126 12.7639 6.55871 True
12649134 13.3995 8.94552 12.4426 6.83377 True
12649345 14.7597 9.75143 12.6246 6.76972 True
12649347 14.6118 9.96646 14.1377 7.67849 True
12649352 9.4294 6.32662 9.70975 5.2579 True
12649363 13.6649 8.92673 12.0903 6.41533 True
12649365 14.4692 9.40613 11.7046 6.43848 True
12649374 6.09296 2.68229 5.13843 1.99917 False
12714160 10.7857 8.60495 10.185 6.79235 True
12714161 14.8179 9.89642 12.4318 6.44268 True
12714162 4.72456 3.16154 3.39061 2.51321 False
12714163 10.9669 7.16469 10.0096 5.26588 True
12714164 12.333 8.10777 11.8185 6.3471 True
12714165 13.0527 8.65471 12.0683 6.49526 True
12714166 9.71512 6.48048 8.99568 5.4769 True
12714167 9.67854 5.50012 5.15991 1.91692 False
12714169 13.3671 9.08248 12.4876 6.67821 True
12714170 12.4655 8.59497 10.4129 5.7363 True
12714172 11.8826 8.13821 11.2957 5.99012 True
12714173 11.9202 7.5451 10.2864 5.20022 True
12714175 12.7109 8.35229 13.0548 7.18133 True
12714176 14.08 8.58439 11.4612 5.94704 True
12714182 13.2024 8.2611 11.0064 5.68741 True
12714183 14.3242 9.71669 13.1 7.18812 True
12714184 11.7292 7.85335 11.7529 6.6705 True
12714187 8.02109 3.74603 6.91018 3.3565 False
12714188 6.45406 3.23048 4.36293 2.38654 False
12714189 13.7187 9.05869 13.047 6.65987 True
12714190 13.3329 8.00402 9.91283 5.09549 True
12714400 12.6023 8.40429 11.7104 6.36272 True
12714407 12.9552 8.05708 11.41 5.70244 True
12714408 13.1665 6.48674 10.3702 5.65004 True
12714409 12.3679 9.8115 11.3044 6.54023 False
12714410 12.3409 8.00566 12.5838 6.55639 True
12714411 12.6954 8.44423 10.5281 5.86456 True
12714414 12.4121 8.69508 11.0835 5.87741 True
12714419 11.3481 7.73818 12.6288 6.69413 True
12714425 12.1417 7.92318 12.2401 6.62852 True
12714429 13.8799 9.12651 11.5206 6.35518 True
12714641 14.6563 7.58689 12.4498 4.23911 True
12714647 5.63938 3.14112 3.75098 2.24277 False
12714648 12.1557 8.5083 11.882 6.44267 True
12714650 13.9709 9.28323 12.2747 6.67446 True
12714652 9.89272 5.48982 5.72502 3.99714 False
12714653 13.7045 8.59819 12.8952 6.57236 True
12714657 13.7929 8.18394 11.3319 6.09104 True
12714662 12.0709 7.80351 11.2706 6.04593 True
12714664 10.8171 6.6579 8.21918 4.58672 True
12714665 13.8054 9.79144 13.0684 7.39797 True
12714671 14.2795 8.79725 14.2352 7.34908 True
12714890 7.06085 4.47747 5.17658 2.8507 True
12714891 15.2663 10.0998 13.9213 7.5361 True
12714901 14.7771 9.67291 14.1744 7.81041 True
12714909 6.11385 3.9274 3.98946 2.31154 False
12714910 11.7693 7.51658 10.3744 5.67514 True
12779698 13.5601 9.16592 11.8308 6.42832 True
12779703 10.809 6.84264 9.64179 5.17502 True
12779709 13.8692 8.51956 11.356 5.95658 True
12779711 4.91475 2.89662 4.06808 2.31829 False
12779714 13.7306 9.34651 13.2406 7.43849 True
12779718 13.1628 8.63457 12.2732 6.69086 True
12779720 11.8841 7.80921 13.229 6.70647 True
12779723 7.04369 4.52203 4.96071 2.63627 False
12779726 11.0601 7.44343 11.4118 6.3863 True
12779727 14.1022 9.1774 11.3889 6.04826 True
12779936 14.7086 9.33302 12.2274 6.24947 True
12779939 15.2321 10.0209 14.4027 7.54903 True
12779940 11.6672 7.63692 10.4924 5.06618 False
12779941 12.4377 8.28696 12.517 6.71854 True
12779943 13.802 8.90788 9.91265 5.21364 True
12779947 11.9061 8.11252 12.2182 6.6153 True
12779948 12.5131 8.23642 9.92799 5.38687 True
12779950 10.3313 6.75633 10.3855 5.40272 True
12779952 11.2447 7.92144 11.8107 6.72039 True
12779958 12.8798 8.62712 12.1095 6.56238 True
12779963 13.2547 8.55159 10.8347 5.79201 True
12780180 12.1088 7.01231 8.71889 3.94791 True
12780181 11.5252 6.87213 8.98191 4.80346 True
12780187 13.8546 9.16184 12.4835 6.64887 True
12780188 14.3268 9.35347 13.5245 7.20209 True
12780195 12.6391 8.41991 12.8729 6.85655 True
12780196 12.8396 8.61378 10.765 5.80047 True
12780203 13.3422 8.5907 12.7089 6.84064 True
12780206 16.5349 11.0064 13.3781 7.40415 True
12780416 3.98448 2.20628 3.57872 1.70409 False
12780424 15.2479 3.6514 7.2432 2.97496 False
12780428 15.1781 9.9773 14.5135 7.73706 True
12780434 13.4593 8.97829 13.3545 7.33153 True
12780435 12.0432 6.28263 9.57073 4.31399 False
12780441 4.35083 2.37405 4.25778 1.71272 False
12780442 15.5311 10.5 13.6056 7.23633 True
12845233 15.7051 10.5148 16.0805 8.76055 True
12845234 15.1034 10.1603 13.8622 7.55251 True
12845240 12.5168 8.28168 10.8782 5.8101 True
12845252 11.1973 6.99716 12.0554 6.31687 True
12845253 11.8088 8.08694 10.9504 6.19682 True
12845255 5.75106 3.54958 4.39975 2.40999 False
12845257 3.9325 2.94215 3.138 1.67045 False
12845258 14.674 9.62402 12.2405 6.56242 True
12845260 12.6792 8.37996 10.5493 5.6272 True
12845261 12.8777 8.38429 10.5555 5.53666 True
12845263 11.9007 8.27397 11.2925 6.31989 True
12845472 11.6006 7.64704 10.0943 5.41924 True
12845473 14.0025 9.30398 11.5094 6.2211 False
12845476 9.70544 4.84081 11.429 3.97862 True
12845477 10.429 6.70699 12.9538 7.15359 True
12845480 12.2139 8.00276 12.1181 6.45563 True
12845481 10.9224 7.34943 8.26366 4.54783 True
12845483 12.5117 8.03053 10.1472 5.48273 True
12845488 13.1731 8.76346 13.3839 6.75953 True
12845493 12.595 8.57451 10.8918 5.90313 True
12845495 13.4364 8.53915 12.0168 6.45845 True
12845496 11.9224 8.35105 10.2427 5.45333 True
12845713 13.0293 4.8572 11.2625 4.37055 False
12845714 16.0422 10.4512 14.1131 7.54286 True
12845715 11.7364 7.37957 11.6219 6.82473 True
12845720 14.0025 9.15954 11.3794 6.0021 True
12845723 15.5142 10.0827 14.0387 7.28513 True
12845729 13.7285 9.09514 13.6349 7.46255 True
12845732 15.4995 10.2702 13.3394 7.17803 True
12845735 14.1756 9.33854 12.1721 6.39221 True
12845737 13.6773 9.04113 12.6117 6.84005 True
12845954 13.3115 8.58666 12.8826 6.74774 True
12845956 13.1454 9.03374 12.8586 6.30882 True
12845961 11.8241 7.94453 11.2971 6.07008 True
12910779 3.80482 2.73106 2.88775 1.93735 False
12910780 13.0655 8.70207 12.4989 6.84037 True
12910781 5.71271 3.47453 4.22846 2.60467 False
12910782 12.6089 8.12739 12.3403 6.87627 True
12910783 7.10605 4.51904 4.58685 2.56122 True
12910784 13.4804 9.56377 13.5757 7.48842 True
12910787 13.6967 9.18277 12.7207 6.99231 True
12910788 14.5725 9.36187 12.8633 6.42157 False
12910791 9.80279 6.35371 8.10562 4.15281 True
12910795 12.5927 8.20648 12.2303 6.4609 False
12910796 12.3216 7.61194 9.01374 4.75339 True
12910799 13.0185 8.62115 10.756 5.75517 True
12911014 11.4672 7.7822 10.7854 6.14145 True
12911015 9.4629 5.99174 6.6359 3.44793 True
12911022 11.8285 8.36844 11.5466 6.22389 True
12911027 13.4731 8.93698 11.6021 6.18133 True
12911029 13.1373 8.79389 12.3694 6.45026 True
12911030 11.2813 8.00858 11.4808 5.79001 True
12911249 12.1332 7.9333 11.8175 5.75005 True
12911252 12.8451 8.52036 12.6329 6.73638 True
12911254 15.4887 10.201 13.6036 7.41241 True
12911257 4.67318 2.13057 6.14632 1.81151 False
12911258 13.8263 9.29355 11.5118 6.2522 True
12911263 14.1246 8.93581 14.0465 7.57734 True
12911266 17.1607 11.1476 15.2138 8.02459 True
12911267 13.9299 9.11287 13.4881 7.22836 True
12911268 12.473 8.57648 13.3646 7.32925 True
12911271 12.9248 8.5899 9.31039 5.07754 True
12911273 4.62048 2.4846 4.3333 1.8072 False
12911275 13.5229 8.34808 11.3675 5.88122 True
12911489 15.1573 10.1251 12.9258 7.17323 True
12911490 4.01626 2.52249 3.94086 1.92041 False
12911499 14.2842 9.38431 13.1932 7.0781 True
12911500 14.802 9.62745 13.9398 7.42534 True
12911502 13.1501 9.11502 11.3837 6.1157 True
12911503 6.40139 4.09485 5.44977 2.87703 False
12911507 12.6179 3.96122 11.1889 1.77004 False
12911508 14.8551 10.2908 13.8362 7.17205 True
12911515 12.9885 6.53622 8.43653 3.43669 False
12911519 9.91655 6.37461 8.40664 4.32904 False
12976307 6.09216 3.2036 4.29109 1.9075 False
12976313 12.274 8.50425 11.8045 6.61652 True
12976316 13.7441 8.78691 10.6722 5.87814 True
12976317 12.7108 8.55861 12.1498 6.47771 True
12976320 14.6476 9.35957 12.756 6.50667 True
12976321 12.8534 8.67675 12.0516 6.39674 True
12976322 13.1677 8.8883 13.1251 7.24672 True
12976330 12.3293 7.86998 9.72387 5.11362 True
12976544 14.8045 9.98168 12.2635 6.79641 True
12976548 15.0511 9.87693 12.3202 6.42177 True
12976551 11.7053 8.15714 12.3591 6.71755 True
12976557 6.39206 3.97587 5.51704 2.53983 False
12976563 12.6865 8.66689 12.184 6.35996 True
12976564 9.46331 2.16961 7.70871 2.29419 False
12976566 11.447 8.44409 11.9645 7.13557 True
12976573 9.58572 6.25277 4.19682 2.24099 True
12976795 14.0079 8.85805 14.5599 7.95135 True
12976797 8.91047 5.77694 7.60348 3.82034 True
12976803 7.26506 4.81923 5.60625 2.92807 True
12976806 13.6277 10.84 12.7609 7.71284 True
12976809 14.0104 9.19451 12.9754 6.92701 True
12976812 7.45051 4.67216 6.20609 3.2195 True
12976814 13.4486 8.88301 12.2581 6.70911 False
12977038 5.53949 3.64373 4.17667 2.57114 False
12977046 4.91382 2.9151 5.24243 2.15836 False
12977053 13.0709 9.19872 11.691 6.07953 True
13041842 14.0293 9.151 12.0044 6.29229 True
13041848 6.28202 3.72824 4.31083 2.46915 False
13041850 12.573 9.08123 12.5144 6.36332 True
13041854 12.6094 8.50622 11.9721 6.27923 True
13041855 13.432 9.29383 13.3287 7.03259 True
13041856 14.72 9.68991 10.8217 5.90334 True
13041857 13.4894 8.88926 13.1258 7.05626 True
13041858 13.7821 9.16477 10.6781 5.76918 True
13041867 5.84619 3.55443 5.96621 2.86504 False
13041868 11.5507 8.79361 11.3574 6.4647 True
13041869 12.1906 8.02958 12.787 6.69979 True
13042080 14.1482 5.29893 9.27396 3.54119 False
13042086 13.4475 8.75849 12.0091 6.40706 True
13042090 10.2186 5.71848 7.05956 2.85889 False
13042093 10.1109 3.14689 8.69969 4.50434 False
13042094 12.8418 8.39964 12.0694 6.67466 True
13042097 4.96801 2.99064 5.24162 2.22647 False
13042098 8.16621 3.46631 7.67604 3.32844 False
13042099 13.7403 9.15476 12.2745 6.55304 True
13042100 14.6123 9.8893 13.3877 7.27201 True
13042101 14.7395 10.8323 11.0945 6.39628 True
13042107 13.4522 4.69299 10.8365 3.88956 False
13042111 0.0 0.0 0.0 0.0 False
13042326 6.03004 3.71033 4.8992 2.66081 False
13042331 13.4186 8.79118 12.8342 6.82612 True
13042338 12.7305 8.18595 14.5177 7.7764 True
13042339 12.7063 8.39944 9.59803 5.0561 True
13042345 12.5012 8.05911 10.8579 5.66754 False
13042349 13.6272 8.84334 12.5013 6.60708 True
13042350 7.35087 4.66976 6.58172 3.58368 True
13042351 13.6301 9.05225 12.4542 6.82649 True
13042561 12.5646 9.55362 11.6063 7.46245 True
13042566 9.06017 3.24596 9.41894 1.94075 False
13042571 13.5441 8.70087 10.8305 5.7032 True
13042573 13.2478 8.69358 12.1447 6.51614 True
13042580 12.7745 7.4375 9.52758 5.25437 False
13042587 14.5117 10.0972 13.8911 7.76065 True
13042590 17.5048 11.5864 17.2059 9.2054 True
13107380 11.2412 7.25741 9.97021 5.38359 True
13107382 11.5057 7.31245 10.2667 5.53653 True
13107384 6.45501 3.25372 3.41245 1.96455 False
13107385 13.8159 8.85222 12.428 6.84249 True
13107393 3.43287 1.64446 9.69206 6.26159 False
13107395 13.9403 9.06593 11.79 6.14116 True
13107400 11.6534 7.81761 11.9789 6.33944 True
13107403 5.06804 3.32809 6.00431 4.22218 False
13107617 14.838 9.45045 14.3007 7.25103 True
13107621 8.99427 5.90338 8.57462 4.46419 True
13107622 12.1086 7.85627 10.0481 5.43172 True
13107623 13.6225 9.09988 13.5035 7.31839 True
13107624 9.10096 8.2035 3.60787 1.9513 False
13107626 12.6018 8.16276 10.6297 5.87182 True
13107627 12.2762 6.83815 10.9785 6.16524 False
13107629 12.7079 8.28439 11.6372 6.251 True
13107631 12.0607 7.88588 11.4355 6.12918 True
13107635 11.7307 7.66262 10.0439 5.40123 True
13107636 5.84413 3.5015 5.38277 2.06181 False
13107637 14.5496 9.33657 12.3103 6.28836 True
13107640 4.55015 3.1786 8.99922 2.25005 False
13107642 13.603 8.98791 13.4932 7.25466 True
13107643 14.3791 9.82615 13.3972 7.29359 True
13107646 9.29708 6.11185 8.54084 4.61731 True
13107858 3.37648 2.31694 2.94038 1.72774 False
13107862 13.3575 9.01742 10.4867 5.5527 True
13107863 8.31342 3.71826 7.43053 2.01708 False
13107864 13.7867 9.01187 12.7948 6.72091 True
13107865 9.55289 5.50752 10.2455 4.20646 False
13107868 14.1947 9.44005 13.7403 7.21129 True
13107870 9.99755 6.71213 3.89069 2.06732 True
13107872 13.7408 9.02011 10.1568 5.4438 False
13107880 12.1747 8.55002 12.4062 6.97963 True
13108096 15.5021 10.2944 13.8721 7.38464 False
13108098 5.07572 3.22977 4.23674 2.04749 False
13108102 14.9224 9.90611 13.1962 6.73759 True
13108108 5.11041 3.15751 4.07729 2.25016 False
13108112 11.5019 5.41814 9.83623 4.628 False
13108113 13.7014 8.91616 12.1531 6.32953 True
13108116 4.16625 2.60289 2.96046 1.53367 False
13108121 13.2788 8.48734 12.045 6.59506 True
13172915 12.8858 8.92024 11.852 6.46877 True
13172917 5.49084 3.48517 4.70407 2.45887 False
13172918 13.8301 9.27809 13.8694 7.56687 True
13172919 13.7186 8.973 12.7088 6.74585 True
13172921 12.8874 8.57909 10.5683 5.67399 True
13172922 12.7696 8.57503 11.6564 6.40162 True
13172925 7.57962 4.23577 4.44711 2.25067 False
13172926 10.807 6.3453 10.0826 5.33954 True
13172933 10.7982 5.19765 8.2257 3.71589 False
13172937 12.5886 8.28972 11.6212 6.06491 True
13172939 14.2503 8.83843 13.4079 7.22056 True
13172940 8.575 4.79962 6.81883 3.54092 False
13172941 11.6946 8.21555 8.56505 4.47741 True
13172942 13.2421 8.88949 11.7517 6.55631 True
13173158 14.0479 9.2638 14.0134 7.42051 True
13173162 13.1141 8.40336 10.7057 5.71531 True
13173163 13.4941 9.02031 11.5459 6.18309 True
13173165 13.2696 8.61364 11.9681 6.90447 True
13173166 11.5972 8.16744 12.5731 7.15233 True
13173168 13.8014 8.4191 13.1763 7.00708 True
13173173 12.9393 8.32952 13.7549 7.41068 True
13173176 11.4733 7.64421 11.3846 5.87061 True
13173178 14.1844 8.87408 13.3118 6.88163 True
13173183 12.3076 8.00159 9.83788 5.27701 True
13173394 11.8828 7.88853 10.9747 5.99736 True
13173396 14.3091 9.13043 13.7954 7.21736 True
13173400 9.0727 5.53209 7.6125 4.32157 True
13173401 13.4923 8.70727 13.2402 7.02736 True
13173402 13.3003 8.5493 11.393 5.91246 True
13173404 14.0739 9.18984 13.0571 6.91637 False
13173409 13.7355 9.12902 12.1619 6.63997 True
13173420 10.4457 4.85788 8.8134 3.61097 False
13173634 4.20631 2.38469 3.67617 1.61981 False
13173649 13.8075 10.2569 12.6357 7.03957 True
13173650 14.1758 9.63735 12.8553 7.00641 True
13173654 9.71558 4.81145 5.7915 2.57568 False
13173656 15.1126 9.91112 14.1758 7.62745 True
13173657 13.5349 9.57808 15.0251 7.42329 True
13238450 12.3593 8.90317 10.7068 5.81298 True
13238454 12.5568 8.359 11.4381 6.13452 True
13238457 13.2753 8.66691 11.6751 6.19709 True
13238460 13.0643 7.99051 10.8301 4.85989 True
13238464 12.6801 8.21304 10.5982 5.48924 False
13238466 11.3292 7.4067 11.971 6.80718 True
13238469 13.4402 8.81692 12.0688 6.35474 True
13238470 15.5539 10.0164 13.7929 7.24132 True
13238474 13.6786 8.39234 11.253 5.99128 True
13238476 5.64454 2.26295 6.33419 1.80658 False
13238478 12.996 8.23 12.0761 6.34719 True
13238691 13.3915 8.87205 12.4691 6.68908 True
13238692 4.1921 2.7666 3.58401 2.28205 False
13238693 14.0557 9.13198 12.3495 6.64555 True
13238700 10.7736 6.4908 10.9544 4.94263 False
13238702 13.4759 4.47234 8.8435 3.59051 False
13238703 11.0078 3.56073 9.50321 3.21488 False
13238707 11.6218 6.561 10.6859 6.33817 True
13238709 12.778 8.35054 10.7117 5.5401 True
13238713 8.84922 5.6357 6.34232 3.24465 True
13238716 13.7279 9.29102 12.93 7.0027 True
13238719 12.8588 8.14942 11.9853 6.10928 True
13238931 12.6844 8.566 11.9372 6.46267 True
13238932 4.72596 3.08791 2.99218 1.77035 False
13238934 14.8654 10.3256 13.8281 7.82008 True
13238935 8.94212 2.53149 8.4861 1.57319 False
13238939 14.7017 9.60097 12.9736 7.0192 True
13238949 13.0292 9.67699 12.5919 7.72554 True
13238952 14.9904 4.72574 11.7243 3.76526 False
13238953 6.55275 4.24862 5.21387 2.64852 False
13238958 13.013 9.22911 11.1351 6.22968 True
13239171 6.07552 3.85877 4.27222 2.27313 False
13239174 13.6279 9.03526 13.2326 7.17504 True
13239177 8.87668 5.63656 7.38398 2.96216 True
13239179 6.83994 4.42217 5.22598 2.76916 False
13239182 13.272 9.48735 14.2154 8.27421 True
13239183 11.9277 5.30732 11.3848 5.31345 False
13239188 5.7219 3.68093 4.5721 2.52821 False
13239192 14.3961 9.46138 11.3111 5.98108 True
13239198 13.0337 9.66686 13.5258 7.94458 True
13303987 12.9005 8.49757 11.8785 6.43053 True
13303990 12.8926 8.14422 11.3279 5.99625 True
13303991 13.7807 9.10349 12.7387 6.76927 True
13303992 15.9054 9.89017 15.2502 7.90762 True
13303993 14.0062 9.37135 10.445 5.65792 True
13303994 12.2001 3.81479 7.95565 3.98235 False
13304000 13.0213 8.60055 12.2615 6.86704 True
13304001 13.4593 8.57355 13.0321 7.14627 True
13304002 11.4284 7.44113 10.4094 5.64319 True
13304003 12.9099 8.66785 11.2697 6.07424 True
13304006 6.26596 2.35842 4.84271 1.93178 False
13304007 10.6975 6.85249 8.74858 4.44524 True
13304009 10.6548 7.08413 10.3223 5.4752 True
13304011 15.1974 9.4384 11.9813 6.24584 True
13304014 14.5539 9.74439 12.4942 6.58613 True
13304224 13.7471 8.94112 13.0817 7.02753 True
13304225 3.69797 2.63987 3.04956 1.87984 False
13304228 11.7583 7.71981 12.0508 6.6866 True
13304229 14.4513 9.27063 13.0875 6.71859 True
13304230 14.1953 9.50262 13.2309 7.27685 True
13304231 13.579 8.99354 12.992 6.9358 True
13304235 8.24354 5.17818 6.78157 3.54315 True
13304239 12.7478 8.52743 11.3799 6.07564 True
13304242 13.4595 9.12666 12.7467 6.96423 True
13304243 7.27913 4.33435 4.27063 2.05268 False
13304244 12.4521 8.28533 12.6119 7.32933 True
13304246 14.2922 8.89172 10.4314 5.61798 True
13304248 5.93303 3.57053 3.60294 1.68876 False
13304249 9.1143 2.16944 8.21955 1.57567 False
13304252 11.9668 7.03739 9.24732 5.1624 False
13304255 7.76022 4.9566 6.59848 3.5189 True
13304476 9.87074 6.44947 9.06128 4.63993 True
13304477 13.6539 8.58638 11.9554 6.29459 True
13304482 13.6432 8.81829 12.454 6.59709 True
13304494 13.2679 8.78948 12.6835 6.80314 True
13304495 14.3136 9.48031 11.3796 6.21325 True
13304705 12.77 8.56034 10.0994 5.56211 True
13304708 4.16787 2.40585 3.17544 1.67775 False
13304711 15.9433 10.5334 14.8949 7.94235 True
13304712 12.2135 7.84639 11.7652 6.27397 True
13304716 10.1956 5.67768 7.25335 3.30296 False
13304718 14.9827 9.95708 13.0557 7.15933 True
13304724 13.6064 9.23414 13.9948 7.62232 True
13304729 5.60557 2.2994 5.05926 1.88806 False
13304731 14.9437 10.0103 13.3684 7.16902 True
13304734 13.6795 9.16598 10.8913 5.79157 True
13304735 9.76563 6.43299 9.58831 5.09912 True
13369520 14.0603 9.1353 12.3942 6.42835 True
13369521 11.9508 7.67742 11.3448 5.95122 True
13369524 13.0015 5.4999 11.4328 4.14202 True
13369525 14.9084 10.2806 13.6354 7.55581 True
13369526 7.29331 4.26522 6.63167 3.16655 False
13369532 12.9691 8.53438 12.5948 6.78552 True
13369534 11.3045 7.22645 9.02391 4.53294 True
13369535 12.6615 8.60769 11.3695 6.34497 True
13369537 16.4411 10.7599 13.5125 7.51038 True
13369543 12.3031 8.27916 11.7029 6.56 True
13369550 4.7067 3.00327 2.85463 1.9568 False
13369551 5.90167 3.75464 4.05308 2.51842 False
13369764 5.51045 3.4562 4.13775 2.34913 False
13369769 13.0756 8.67993 11.7992 6.42951 True
13369775 14.5653 9.39215 12.1896 6.3663 True
13369777 7.74494 5.08231 6.00771 3.2764 True
13369783 12.0232 8.10404 10.0317 5.38525 True
13369784 9.41848 5.03778 9.83387 4.71141 False
13369785 14.0239 9.32035 13.9098 7.58867 True
13369786 14.6465 9.70136 12.7626 6.85023 True
13370002 14.1934 9.3904 15.4902 8.03291 False
13370008 13.0358 8.44426 10.8488 5.89754 True
13370014 13.5437 9.01641 12.7719 6.88067 True
13370018 13.7886 9.12866 12.6232 6.76611 True
13370020 14.0565 9.31553 13.0358 6.92098 True
13370025 15.334 9.98363 13.2489 7.0471 True
13370027 12.4497 7.70756 12.1315 6.46692 True
13370031 12.373 8.1327 12.1234 6.44687 True
13370243 14.7532 10.2104 12.7808 7.16973 True
13370248 15.3311 10.0855 14.6769 7.8019 True
13370252 15.0924 4.13404 2.93691 1.69666 False
13435059 12.0928 8.24916 12.4166 6.83677 True
13435061 12.9012 8.21926 12.5878 6.52713 True
13435064 13.1695 9.03991 11.9307 6.84862 True
13435065 12.8443 5.93535 7.52218 4.45876 False
13435068 13.3756 8.9625 10.5817 5.91663 True
13435071 7.57989 4.69664 5.40302 2.88595 False
13435072 13.3142 8.79139 12.7455 6.73498 False
13435079 14.9356 9.81977 13.0561 7.0246 True
13435080 13.3835 8.56377 12.1021 6.23924 True
13435298 12.7895 9.14303 11.1553 6.29319 True
13435306 12.6517 9.03225 13.7534 7.41116 True
13435309 13.838 8.8889 11.4723 6.2388 True
13435313 0.0 0.0 0.0 0.0 False
13435316 11.0945 6.5326 3.86176 2.04946 False
13435317 11.8215 7.82693 12.8004 7.03076 True
13435322 13.1589 9.14943 10.0025 5.13296 True
13435323 14.3383 9.65392 11.9535 6.16731 True
13435542 12.1716 8.09903 10.0714 5.38754 True
13435543 12.3365 7.82009 10.4595 5.51511 True
13435546 13.2407 8.4575 14.1529 6.87986 True
13435549 12.8784 8.67014 12.9766 7.21553 True
13435554 7.50353 4.4559 6.68378 3.29517 False
13435556 9.84574 6.40913 7.24112 3.82902 True
